"","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","DOI","Journal","Address","CitationCount","Gender"
"117","Alvaro","","","Sanchez",11,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).",34635859,"10.1038/s41596-021-00593-3","Nature protocols","Department of Ecology &amp","0","M"
"118","Alyssa","D","","Cordero",3,"Unrealized potential from smaller institutions: Four strategies for advancing STEM diversity.",34822781,"10.1016/j.cell.2021.10.030","Cell","Biology Department, American University, Washington, D.C. 20016, USA","0","F"
"119","Amandine","","","Batté",7,"Sir3 heterochromatin protein promotes non-homologous end joining by direct inhibition of Sae2.",34817085,"10.15252/embj.2021108813","The EMBO journal","Université de Paris and Université Paris-Saclay, INSERM, iRCM/IBFJ CEA, UMR Stabilité Génétique Cellules Souches et Radiations, Fontenay-aux-Roses, France","0","F"
"120","Amandine","","","Radziejwoski",5,"TOC1 clock protein phosphorylation controls complex formation with NF-YB/C to repress hypocotyl growth.",34726281,"10.15252/embj.2021108684","The EMBO journal","POSTECH, Division of Integrative Biosciences and Biotechnology, Pohang, South Korea","0","F"
"121","Amar","","","Patel",27,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"10.1016/j.cell.2021.12.004","Cell","UCSF Immunoprofiler Initiative, University of California, San Francisco, San Francisco, CA 94143, USA","0","M"
"122","Amparo","","","Cano",8,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.",34654908,"10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Departamento de Bioquímica, Universidad Autónoma de Madrid (UAM), Instituto de Investigaciones Biomédicas 'Alberto Sols' (CSIC-UAM), IdiPAZ &amp","0","F"
"123","Amy","","","Chow",9,"RNA promotes the formation of spatial compartments in the nucleus.",34739832,"10.1016/j.cell.2021.10.014","Cell","Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA 91125, USA","7","F"
"124","Amy","C","","Reichelt",1,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.",34741153,"10.1038/s41596-021-00627-w","Nature protocols","Department of Physiology and Pharmacology, Schulich School of Medicine and Dentistry, Western University, London, Ontario, Canada. amy.reichelt@adelaide.edu","0","F"
"125","Ana","C","","Anderson",31,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Evergrande Center for Immunologic Diseases, Harvard Medical School and Brigham and Women's Hospital, Boston, MA, USA","0","F"
"126","Ana","J","","Garcia-Saez",13,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.",34931711,"10.15252/embj.2021108690","The EMBO journal","Institute for Genetics, University of Cologne, Cologne, Germany","0","F"
"127","Anand","D","","Jeyasekharan",4,"Emergency drug use in a pandemic: Harsh lessons from COVID-19.",34587491,"10.1016/j.cell.2021.09.025","Cell","Department of Medicine, National University Hospital, National University of Singapore, Singapore 117599, Singapore","0","M"
"128","Anand","","","Kumar",2,"The ion-coupling mechanism of human excitatory amino acid transporters.",34747040,"10.15252/embj.2021108341","The EMBO journal","Membrane Protein Mechanisms Unit, Institut Pasteur, Paris, France","0","M"
"129","Ana","T","","Nogueira",5,"Biosensors based on peptide exposure show single molecule conformations in live cells.",34637702,"10.1016/j.cell.2021.09.026","Cell","Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA","0","F"
"130","Anastasia","","","Nesterova",95,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","F"
"131","Ana","M","","Valdes",55,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","F"
"132","Ana","","","Vieira-Saecker",6,"Microglial PD-1 stimulation by astrocytic PD-L1 suppresses neuroinflammation and Alzheimer's disease pathology.",34825707,"10.15252/embj.2021108662","The EMBO journal","Department of Neurodegenerative Diseases and Geriatric Psychiatry, University of Bonn Medical Faculty, Bonn, Germany","0","F"
"133","Anders","","","Riutta",78,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
"134","Andrea","","","Ablasser",30,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.",34586646,"10.15252/embj.2021108234","The EMBO journal","Global Health Institute, Swiss Federal Institute of Technology Lausanne (EPFL), Lausanne, Switzerland","0",""
"135","Andrea","J","","Barczak",10,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"10.1016/j.cell.2021.12.004","Cell","UCSF Immunoprofiler Initiative, University of California, San Francisco, San Francisco, CA 94143, USA","0",""
"136","Andrea","","","Baronchelli",10,"Infodemics: A new challenge for public health.",34890548,"10.1016/j.cell.2021.10.031","Cell","Department of Mathematics, City University of London &amp","1",""
"137","Andrea","","","Carfi",36,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"10.1016/j.cell.2021.12.002","Cell","Moderna Inc., Cambridge, MA 02139, USA","6",""
"138","Andrea","","","Cerase",10,"RIF1 and KAP1 differentially regulate the choice of inactive versus active X chromosomes.",34786738,"10.15252/embj.2020105862","The EMBO journal","Blizard Institute, Centre for Genomics and Child Health, Barts and The London School of Medicine and Dentistry, Queen Mary University of London, London, UK","1",""
"139","Andrea","","","Ciliberto",14,"Epistasis, aneuploidy, and functional mutations underlie evolution of resistance to induced microtubule depolymerization.",34605051,"10.15252/embj.2021108225","The EMBO journal","IFOM, The Firc Institute of Molecular Oncology, Milano, Italy","0",""
"140","Andrea","M","","DiVenere",7,"Expression and characterization of SARS-CoV-2 spike proteins.",34611365,"10.1038/s41596-021-00623-0","Nature protocols","Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA","0",""
"141","Andrea","","","Goya Grocin",4,"Proteome-wide analysis of protein lipidation using chemical probes: in-gel fluorescence visualization, identification and quantification of N-myristoylation, N- and S-acylation, O-cholesterylation, S-farnesylation and S-geranylgeranylation.",34707257,"10.1038/s41596-021-00601-6","Nature protocols","Department of Chemistry, Imperial College London, Molecular Sciences Research Hub, London, UK","0",""
"142","Andrea","","","Kranz",16,"Postnatal expression of the lysine methyltransferase SETD1B is essential for learning and the regulation of neuron-enriched genes.",34806773,"10.15252/embj.2020106459","The EMBO journal","Biotechnology Center, Center for Molecular and Cellular Bioengineering, Dresden University of Technology, Dresden, Germany","0",""
"143","Andrea","J","","Kriz",5,"Jpx RNA regulates CTCF anchor site selection and formation of chromosome loops.",34856126,"10.1016/j.cell.2021.11.012","Cell","Department of Molecular Biology, Massachusetts General Hospital, Boston, MA 02114, USA","0",""
"144","Andrea","","","Orsi",3,"Biogenesis of secretory immunoglobulin M requires intermediate non-native disulfide bonds and engagement of the protein disulfide isomerase ERp44.",34957576,"10.15252/embj.2021108518","The EMBO journal","Division of Genetics and Cell Biology, Università Vita-Salute IRCCS Ospedale San Raffaele, Milano, Italy","0",""
"145","Andrea","","","Rolong",10,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA","0",""
"146","Andreas","","","Dräger",30,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
"147","Andrea","","","Senff-Ribeiro",63,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0",""
"148","Andreas","","","Hocke",36,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"10.1016/j.cell.2021.11.033","Cell","Charité - Universitätsmedizin Berlin, Department of Infectious Diseases and Respiratory Medicine, Charité, Universitätsmedizin Berlin, Berlin, Germany","0","M"
"149","Andreas","","","Linden",3,"An in vitro system to silence mitochondrial gene expression.",34672953,"10.1016/j.cell.2021.09.033","Cell","Bioanalytical Mass Spectrometry Group, Max Planck Institute for Biophysical Chemistry, Göttingen, Germany","3","M"
"150","Andreas","","","Ruepp",11,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
"151","Andreas","D","","Schenk",2,"The CRL4DCAF1 cullin-RING ubiquitin ligase is activated following a switch in oligomerization state.",34595758,"10.15252/embj.2021108008","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland","0","M"
"152","Andreas","","","Tholey",8,"A dual-function RNA balances carbon uptake and central metabolism in Vibrio cholerae.",34612526,"10.15252/embj.2021108542","The EMBO journal","Systematic Proteome Research &amp","0","M"
"153","Andreas","","","Villunger",10,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.",34931711,"10.15252/embj.2021108690","The EMBO journal","Division of Developmental Immunology, Biocenter, Medical University of Innsbruck, Innsbruck, Austria","0","M"
"154","Andrea","","","Zuccolo",5,"The Chinese pine genome and methylome unveil key features of conifer evolution.",34965378,"10.1016/j.cell.2021.12.006","Cell","Center for Desert Agriculture, Biological and Environmental Sciences &amp","0",""
"155","André","","","Fischer",18,"Postnatal expression of the lysine methyltransferase SETD1B is essential for learning and the regulation of neuron-enriched genes.",34806773,"10.15252/embj.2020106459","The EMBO journal","Department for Systems Medicine and Epigenetics, German Center for Neurodegenerative Diseases (DZNE), Göttingen, Germany","0","M"
"156","Andrei","","","Barysenka",15,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","M"
"157","Andrés","","","Méndez-Lucas",1,"Dinner is served, sir: Fighting cancer with the right diet.",34942098,"10.1016/j.cell.2021.11.036","Cell","Department of Physiological Sciences, School of Medicine, University of Barcelona, Hospitalet de Llobregat 08901, Barcelona, Spain","0",""
"158","Andressa","Dias","","Costa",15,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA","0","F"
"159","André","G","","Uitterlinden",47,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","M"
"160","Andrew","J","","Aguirre",46,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA","0","M"
"161","Andrew","J","","Aguirre",30,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"10.1016/j.cell.2021.11.031","Cell","Broad Institute of Massachusetts Institute of Technology and Harvard, Cambridge, MA, USA","0","M"
"162","Andrew","D","","Beale",6,"CRYPTOCHROMES promote daily protein homeostasis.",34842284,"10.15252/embj.2021108883","The EMBO journal","MRC Laboratory of Molecular Biology, Cambridge, UK","0","M"
"163","Andrew","M","","Burns",3,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.",34935163,"10.15252/embj.2021109728","The EMBO journal","Medical Research Council - University of Glasgow Centre for Virus Research, Glasgow, UK","0","M"
"164","Andrew","D","","Cherniack",24,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA","0","M"
"165","Andrew","","","Clark",3,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.",34837085,"10.1038/s41596-021-00631-0","Nature protocols","Indiana Center for Regenerative Medicine and Engineering, Indiana University Health Comprehensive Wound Center, Department of Surgery, Indiana University School of Medicine, Indianapolis, IN, USA","0","M"
"166","Andrew","","","Cross",20,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"10.1016/j.cell.2021.10.011","Cell","Liverpool University Hospitals NHS Foundation Trust, Liverpool, UK","24","M"
