"","ForeName","X","DOI","Middle1","Middle2","LastName","Order","Title","PMID","Journal","Address","CitationCount","proportion_male","proportion_female","gender","year_min","year_max"
"101","Ali",2580,"10.15252/embj.2021109683","","","Khateb",1,"Lipid metabolism: new twists to the Yin and Yang of PKM2 in cancer.",34642948,"The EMBO journal","Cancer Center, Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA, USA",0,0.6877,0.3123,"male",1932,2012
"102","Ali",1441,"10.1038/s41580-021-00424-z","H","","Brivanlou",3,"Mechanical regulation of early vertebrate embryogenesis.",34754086,"Nature reviews. Molecular cell biology","Laboratory of Synthetic Embryology, The Rockefeller University, New York, NY, USA. brvnlou@rockefeller",0,0.6877,0.3123,"male",1932,2012
"103","Ali",330,"10.1016/j.cell.2021.10.011","","","Amini",18,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Oxford University Hospitals NHS Foundation Trust, Oxford, UK",24,0.6877,0.3123,"male",1932,2012
"104","Alice",313,"10.1016/j.cell.2021.10.011","","","Bridges-Webb",21,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Oxford Vaccine Group, Department of Paediatrics, University of Oxford, Oxford, UK",24,0.0034,0.9966,"female",1932,2012
"105","Alice",2521,"10.15252/embj.2021108944","","","Bongers",10,"SARS-CoV-2 Alpha, Beta, and Delta variants display enhanced Spike-mediated syncytia formation.",34601723,"The EMBO journal","Virus &amp",0,0.0034,0.9966,"female",1932,2012
"106","Alina",2708,"10.15252/msb.202110851","","","Renz",31,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0,1,"female",1932,2012
"107","Alina",1004,"10.1016/j.cell.2021.11.018","","","Bollhagen",7,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.",34875227,"Cell","Evergrande Center for Immunologic Diseases, Harvard Medical School and Brigham and Women's Hospital, Boston, MA 02115, USA",0,0,1,"female",1932,2012
"108","Aline",284,"10.1016/j.cell.2021.10.011","","","Linder",23,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Oxford Vaccine Group, Department of Paediatrics, University of Oxford, Oxford, UK",24,0,1,"female",1932,2012
"109","Alison",2025,"10.15252/embj.2021107640","R","","Gosliga",5,"Exon-independent recruitment of SRSF1 is mediated by U1 snRNP stem-loop 3.",34779515,"The EMBO journal","Leicester Institute of Structural &amp",0,0.0045,0.9955,"female",1932,2012
"110","Allan",391,"10.1016/j.cell.2021.10.015","F","","McRae",38,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"Cell","Institute for Molecular Bioscience, The University of Queensland, St Lucia, Queensland 4072, Australia",0,0.9972,0.0028,"male",1932,2012
"111","Allana",2454,"10.15252/embj.2021108788","","","Schooley",6,"The nucleoporin Nup50 activates the Ran guanine nucleotide exchange factor RCC1 to promote NPC assembly at the end of mitosis.",34725842,"The EMBO journal","Friedrich Miescher Laboratory of the Max Planck Society, Tübingen, Germany",1,0,1,"female",1932,2012
"112","Allen",575,"10.1016/j.cell.2021.10.024","","","Wang",10,"A single-cell atlas of chromatin accessibility in the human genome.",34774128,"Cell","Center for Epigenomics, University of California San Diego, La Jolla, CA, USA",0,0.9938,0.0062,"male",1932,2012
"113","Allison",2688,"10.15252/msb.202110625","","","Gaudinier",7,"A genome-scale TF-DNA interaction network of transcriptional regulation of Arabidopsis primary and specialized metabolism.",34816587,"Molecular systems biology","Department of Plant Biology and Genome Center, University of California, Davis, Davis, CA, USA",0,0.0082,0.9918,"female",1932,2012
"114","Almut",774,"10.1016/j.cell.2021.11.003","","","Luetge",23,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"Cell","",0,NA,NA,NA,NA,NA
"115","Alpaslan",1547,"10.1038/s41596-021-00605-2","","","Tasdogan",2,"Stable isotope tracing to assess tumor metabolism in vivo.",34535790,"Nature protocols","Children's Research Institute and Department of Pediatrics, University of Texas Southwestern Medical Center, Dallas, TX, USA",0,NA,NA,NA,NA,NA
"116","Altea",2094,"10.15252/embj.2021107839","","","Targa",1,"Non-genetic and genetic rewiring underlie adaptation to hypomorphic alleles of an essential gene.",34528284,"The EMBO journal","Institute of Medical Biology (IMB), Agency for Science, Technology and Research (A*STAR), Singapore, Singapore",0,NA,NA,NA,NA,NA
"117","Alvaro",1529,"10.1038/s41596-021-00593-3","","","Sanchez",11,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).",34635859,"Nature protocols","Department of Ecology &amp",0,0.9996,4e-04,"male",1932,2012
"118","Alvaro",2547,"10.15252/embj.2021109149","","","Glavic",11,"BAX inhibitor-1 regulates autophagy by controlling the IRE1α branch of the unfolded protein response.",34726286,"The EMBO journal","",0,0.9996,4e-04,"male",1932,2012
"119","Alyssa",643,"10.1016/j.cell.2021.10.030","D","","Cordero",3,"Unrealized potential from smaller institutions: Four strategies for advancing STEM diversity.",34822781,"Cell","Biology Department, American University, Washington, D.C. 20016, USA",0,0.0014,0.9986,"female",1932,2012
"120","Amandine",2458,"10.15252/embj.2021108813","","","Batté",7,"Sir3 heterochromatin protein promotes non-homologous end joining by direct inhibition of Sae2.",34817085,"The EMBO journal","Université de Paris and Université Paris-Saclay, INSERM, iRCM/IBFJ CEA, UMR Stabilité Génétique Cellules Souches et Radiations, Fontenay-aux-Roses, France",0,0,1,"female",1932,2012
"121","Amandine",2396,"10.15252/embj.2021108684","","","Radziejwoski",5,"TOC1 clock protein phosphorylation controls complex formation with NF-YB/C to repress hypocotyl growth.",34726281,"The EMBO journal","POSTECH, Division of Integrative Biosciences and Biotechnology, Pohang, South Korea",0,0,1,"female",1932,2012
"122","Amar",1353,"10.1016/j.cell.2021.12.004","","","Patel",27,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"Cell","UCSF Immunoprofiler Initiative, University of California, San Francisco, San Francisco, CA 94143, USA",0,0.9558,0.0442,"male",1932,2012
"123","Amparo",1473,"10.1038/s41580-021-00428-9","","","Cano",8,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.",34654908,"Nature reviews. Molecular cell biology","Departamento de Bioquímica, Universidad Autónoma de Madrid (UAM), Instituto de Investigaciones Biomédicas 'Alberto Sols' (CSIC-UAM), IdiPAZ &amp",0,0.0047,0.9953,"female",1932,2012
"124","Amy",1700,"10.1038/s41596-021-00627-w","C","","Reichelt",1,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.",34741153,"Nature protocols","Department of Physiology and Pharmacology, Schulich School of Medicine and Dentistry, Western University, London, Ontario, Canada. amy.reichelt@adelaide.edu",0,0.0026,0.9974,"female",1932,2012
"125","Amy",369,"10.1016/j.cell.2021.10.014","","","Chow",9,"RNA promotes the formation of spatial compartments in the nucleus.",34739832,"Cell","Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA 91125, USA",7,0.0026,0.9974,"female",1932,2012
"126","Ana",2405,"10.15252/embj.2021108690","J","","Garcia-Saez",13,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.",34931711,"The EMBO journal","Institute for Genetics, University of Cologne, Cologne, Germany",0,0.006,0.994,"female",1932,2012
"127","Ana",89,"10.1016/j.cell.2021.09.026","T","","Nogueira",5,"Biosensors based on peptide exposure show single molecule conformations in live cells.",34637702,"Cell","Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",0,0.006,0.994,"female",1932,2012
"128","Ana",1169,"10.1016/j.cell.2021.11.031","C","","Anderson",31,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"Cell","Evergrande Center for Immunologic Diseases, Harvard Medical School and Brigham and Women's Hospital, Boston, MA, USA",0,0.006,0.994,"female",1932,2012
"129","Ana",2393,"10.15252/embj.2021108662","","","Vieira-Saecker",6,"Microglial PD-1 stimulation by astrocytic PD-L1 suppresses neuroinflammation and Alzheimer's disease pathology.",34825707,"The EMBO journal","Department of Neurodegenerative Diseases and Geriatric Psychiatry, University of Bonn Medical Faculty, Bonn, Germany",0,0.006,0.994,"female",1932,2012
"130","Ana",745,"10.1016/j.cell.2021.11.003","M","","Valdes",55,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"Cell","",0,0.006,0.994,"female",1932,2012
"131","Anand",2281,"10.15252/embj.2021108341","","","Kumar",2,"The ion-coupling mechanism of human excitatory amino acid transporters.",34747040,"The EMBO journal","Membrane Protein Mechanisms Unit, Institut Pasteur, Paris, France",0,1,0,"male",1932,2012
"132","Anand",83,"10.1016/j.cell.2021.09.025","D","","Jeyasekharan",4,"Emergency drug use in a pandemic: Harsh lessons from COVID-19.",34587491,"Cell","Department of Medicine, National University Hospital, National University of Singapore, Singapore 117599, Singapore",0,1,0,"male",1932,2012
"133","Anastasia",2815,"10.15252/msb.202110851","","","Nesterova",95,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,7e-04,0.9993,"female",1932,2012
"134","Anders",2831,"10.15252/msb.202110851","","","Riutta",78,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,1,0,"male",1932,2012
"135","André",1891,"10.15252/embj.2020106459","","","Fischer",18,"Postnatal expression of the lysine methyltransferase SETD1B is essential for learning and the regulation of neuron-enriched genes.",34806773,"The EMBO journal","Department for Systems Medicine and Epigenetics, German Center for Neurodegenerative Diseases (DZNE), Göttingen, Germany",0,NA,NA,NA,NA,NA
"136","André",729,"10.1016/j.cell.2021.11.003","G","","Uitterlinden",47,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"Cell","",0,NA,NA,NA,NA,NA
"137","Andrea",2211,"10.15252/embj.2021108234","","","Ablasser",30,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.",34586646,"The EMBO journal","Global Health Institute, Swiss Federal Institute of Technology Lausanne (EPFL), Lausanne, Switzerland",0,0.0125,0.9875,"female",1932,2012
"138","Andrea",898,"10.1016/j.cell.2021.11.012","J","","Kriz",5,"Jpx RNA regulates CTCF anchor site selection and formation of chromosome loops.",34856126,"Cell","Department of Molecular Biology, Massachusetts General Hospital, Boston, MA 02114, USA",0,0.0125,0.9875,"female",1932,2012
"139","Andrea",667,"10.1016/j.cell.2021.10.031","","","Baronchelli",10,"Infodemics: A new challenge for public health.",34890548,"Cell","Department of Mathematics, City University of London &amp",1,0.0125,0.9875,"female",1932,2012
"140","Andrea",2196,"10.15252/embj.2021108225","","","Ciliberto",14,"Epistasis, aneuploidy, and functional mutations underlie evolution of resistance to induced microtubule depolymerization.",34605051,"The EMBO journal","IFOM, The Firc Institute of Molecular Oncology, Milano, Italy",0,0.0125,0.9875,"female",1932,2012
"141","Andrea",2823,"10.15252/msb.202110851","","","Senff-Ribeiro",63,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0.0125,0.9875,"female",1932,2012
"142","Andrea",1313,"10.1016/j.cell.2021.12.002","","","Carfi",36,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"Cell","Moderna Inc., Cambridge, MA 02139, USA",6,0.0125,0.9875,"female",1932,2012
"143","Andrea",1894,"10.15252/embj.2020106459","","","Kranz",16,"Postnatal expression of the lysine methyltransferase SETD1B is essential for learning and the regulation of neuron-enriched genes.",34806773,"The EMBO journal","Biotechnology Center, Center for Molecular and Cellular Bioengineering, Dresden University of Technology, Dresden, Germany",0,0.0125,0.9875,"female",1932,2012
"144","Andrea",1401,"10.1016/j.cell.2021.12.006","","","Zuccolo",5,"The Chinese pine genome and methylome unveil key features of conifer evolution.",34965378,"Cell","Center for Desert Agriculture, Biological and Environmental Sciences &amp",0,0.0125,0.9875,"female",1932,2012
"145","Andrea",2323,"10.15252/embj.2021108518","","","Orsi",3,"Biogenesis of secretory immunoglobulin M requires intermediate non-native disulfide bonds and engagement of the protein disulfide isomerase ERp44.",34957576,"The EMBO journal","Division of Genetics and Cell Biology, Università Vita-Salute IRCCS Ospedale San Raffaele, Milano, Italy",0,0.0125,0.9875,"female",1932,2012
"146","Andrea",1864,"10.15252/embj.2020105862","","","Cerase",10,"RIF1 and KAP1 differentially regulate the choice of inactive versus active X chromosomes.",34786738,"The EMBO journal","Blizard Institute, Centre for Genomics and Child Health, Barts and The London School of Medicine and Dentistry, Queen Mary University of London, London, UK",1,0.0125,0.9875,"female",1932,2012
"147","Andrea",1658,"10.1038/s41596-021-00623-0","M","","DiVenere",7,"Expression and characterization of SARS-CoV-2 spike proteins.",34611365,"Nature protocols","Department of Chemical Engineering, The University of Texas at Austin, Austin, TX, USA",0,0.0125,0.9875,"female",1932,2012
"148","Andrea",1351,"10.1016/j.cell.2021.12.004","J","","Barczak",10,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"Cell","UCSF Immunoprofiler Initiative, University of California, San Francisco, San Francisco, CA 94143, USA",0,0.0125,0.9875,"female",1932,2012
"149","Andrea",1186,"10.1016/j.cell.2021.11.031","","","Rolong",10,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA",0,0.0125,0.9875,"female",1932,2012
"150","Andrea",1539,"10.1038/s41596-021-00601-6","","","Goya Grocin",4,"Proteome-wide analysis of protein lipidation using chemical probes: in-gel fluorescence visualization, identification and quantification of N-myristoylation, N- and S-acylation, O-cholesterylation, S-farnesylation and S-geranylgeranylation.",34707257,"Nature protocols","Department of Chemistry, Imperial College London, Molecular Sciences Research Hub, London, UK",0,0.0125,0.9875,"female",1932,2012
