"","ForeName","Middle1","Middle2","LastName","PMID","Title","DOI","Journal","Address","Unique"
"110","Antoine-Emmanuel","","","Saliba",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Helmholtz Institute for RNA-based Infection Research (HIRI), Helmholtz Center for Infection Research (HZI), Würzburg, Germany","Antoine-Emmanuel Saliba 35032429"
"111","Roland","","","Eils",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Center for Digital Health, Berlin Institute of Health (BIH), Charité - Universitätsmedizin Berlin, Berlin, Germany","Roland Eils 35032429"
"112","Irina","","","Lehmann",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Center for Digital Health, Berlin Institute of Health (BIH), Charité - Universitätsmedizin Berlin, Berlin, Germany","Irina Lehmann 35032429"
"113","Marcus","A","","Mall",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Pediatric Respiratory Medicine, Immunology and Critical Care Medicine, Charité - Universitätsmedizin Berlin, Berlin, Germany","Marcus Mall 35032429"
"114","Sebastian","","","Stricker",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Pediatric Respiratory Medicine, Immunology and Critical Care Medicine, Charité - Universitätsmedizin Berlin, Berlin, Germany","Sebastian Stricker 35032429"
"115","Jobst","","","Röhmel",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Pediatric Respiratory Medicine, Immunology and Critical Care Medicine, Charité - Universitätsmedizin Berlin, Berlin, Germany","Jobst Röhmel 35032429"
"116","Victor","M","","Corman",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Institute of Virology, Charité - Universitätsmedizin Berlin, Berlin, Germany","Victor Corman 35032429"
"117","Dieter","","","Beule",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Core Unit Bioinformatics, Berlin Institute of Health (BIH), Charité - Universitätsmedizin Berlin, Berlin, Germany","Dieter Beule 35032429"
"118","Emanuel","","","Wyler",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Max-Delbrück-Center for Molecular Medicine in the Helmholtz Association, Berlin Institute for Medical Systems Biology, Berlin, Germany","Emanuel Wyler 35032429"
"119","Markus","","","Landthaler",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","IRI Life Sciences, Humboldt-Universität zu Berlin, Berlin, Germany","Markus Landthaler 35032429"
"120","Benedikt","","","Obermayer",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Core Unit Bioinformatics, Berlin Institute of Health (BIH), Charité - Universitätsmedizin Berlin, Berlin, Germany","Benedikt Obermayer 35032429"
"121","Saskia","","","von Stillfried",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Institute of Pathology, University Clinic Aachen, RWTH Aachen, Aachen, Germany","Saskia von Stillfried 35032429"
"122","Peter","","","Boor",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Institute of Pathology, University Clinic Aachen, RWTH Aachen, Aachen, Germany","Peter Boor 35032429"
"123","Münevver","","","Demir",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Hepatology and Gastroenterology, Charité - Universitätsmedizin Berlin, Berlin, Germany","Münevver Demir 35032429"
"124","Hans","","","Wesselmann",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Infectious Diseases and Respiratory Medicine, Charité - Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany","Hans Wesselmann 35032429"
"125","Norbert","","","Suttorp",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Infectious Diseases and Respiratory Medicine, Charité - Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany","Norbert Suttorp 35032429"
"126","Alexander","","","Uhrig",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Infectious Diseases and Respiratory Medicine, Charité - Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany","Alexander Uhrig 35032429"
"127","Holger","","","Müller-Redetzky",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Infectious Diseases and Respiratory Medicine, Charité - Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany","Holger Müller-Redetzky 35032429"
"128","Jacob","","","Nattermann",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Internal Medicine I, University Hospital Bonn, Bonn, Germany","Jacob Nattermann 35032429"
"129","Wolfgang","M","","Kuebler",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Institute of Physiology, Charité - Universitätsmedizin Berlin, Berlin, Germany","Wolfgang Kuebler 35032429"
"130","Christian","","","Meisel",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Institute of Medical Immunology, Charité - Universitätsmedizin Berlin, Berlin, Germany","Christian Meisel 35032429"
"131","Markus","","","Ralser",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Molecular Biology of Metabolism Laboratory, The Francis Crick Institute, London, UK","Markus Ralser 35032429"
"132","Joachim","L","","Schultze",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Genomics and Immunoregulation, Life and Medical Sciences (LIMES) Institute, University of Bonn, Bonn, Germany","Joachim Schultze 35032429"
"133","Anna","C","","Aschenbrenner",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Genomics and Immunoregulation, Life and Medical Sciences (LIMES) Institute, University of Bonn, Bonn, Germany","Anna Aschenbrenner 35032429"
"134","Charlotte","","","Thibeault",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Infectious Diseases and Respiratory Medicine, Charité - Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany","Charlotte Thibeault 35032429"
"135","Florian","","","Kurth",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Infectious Diseases and Respiratory Medicine, Charité - Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany","Florian Kurth 35032429"
"136","Leif","E","","Sander",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Department of Infectious Diseases and Respiratory Medicine, Charité - Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany","Leif Sander 35032429"
"137","Nils","","","Blüthgen",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Institute of Pathology, Charité - Universitätsmedizin Berlin, Berlin, Germany","Nils Blüthgen 35032429"
"138","Birgit","","","Sawitzki",35032429,"Complement activation induces excessive T cell cytotoxicity in severe COVID-19.","10.1016/j.cell.2021.12.040","Cell","Institute of Medical Immunology, Charité - Universitätsmedizin Berlin, Berlin, Germany","Birgit Sawitzki 35032429"
"139","Philip","A","","Mudd",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Emergency Medicine, Washington University School of Medicine, Saint Louis, MO 63110, USA","Philip Mudd 35026152"
"140","Anastasia","A","","Minervina",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Immunology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA","Anastasia Minervina 35026152"
"141","Mikhail","V","","Pogorelyy",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Immunology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA","Mikhail Pogorelyy 35026152"
"142","Jackson","S","","Turner",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Pathology and Immunology, Washington University School of Medicine, Saint Louis, MO 63110, USA","Jackson Turner 35026152"
"143","Wooseob","","","Kim",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Pathology and Immunology, Washington University School of Medicine, Saint Louis, MO 63110, USA","Wooseob Kim 35026152"
"144","Elizaveta","","","Kalaidina",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Division of Allergy and Immunology, Department of Internal Medicine, Washington University School of Medicine, Saint Louis, MO 63110, USA","Elizaveta Kalaidina 35026152"
"145","Jan","","","Petersen",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Infection and Immunity Program &amp","Jan Petersen 35026152"
"146","Aaron","J","","Schmitz",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Pathology and Immunology, Washington University School of Medicine, Saint Louis, MO 63110, USA","Aaron Schmitz 35026152"
"147","Tingting","","","Lei",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Pathology and Immunology, Washington University School of Medicine, Saint Louis, MO 63110, USA","Tingting Lei 35026152"
"148","Alem","","","Haile",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Clinical Trials Unit, Washington University School of Medicine, Saint Louis, MO 63110, USA","Alem Haile 35026152"
"149","Allison","M","","Kirk",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Immunology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA","Allison Kirk 35026152"
"150","Robert","C","","Mettelman",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Immunology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA","Robert Mettelman 35026152"
"151","Jeremy","Chase","","Crawford",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Immunology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA","Jeremy Crawford 35026152"
"152","Thi","H","O","Nguyen",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Microbiology and Immunology, University of Melbourne, at Peter Doherty Institute for Infection and Immunity, Parkville, Victoria 3052, Australia","Thi Nguyen 35026152"
"153","Louise","C","","Rowntree",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Department of Microbiology and Immunology, University of Melbourne, at Peter Doherty Institute for Infection and Immunity, Parkville, Victoria 3052, Australia","Louise Rowntree 35026152"
"154","Elisa","","","Rosati",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Institute of Clinical Molecular Biology, Christian-Albrecht University of Kiel, Kiel 24105, Germany","Elisa Rosati 35026152"
"155","Katherine","A","","Richards",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","David H. Smith Center for Vaccine Biology and Immunology, Department of Microbiology and Immunology, University of Rochester Medical Center, Rochester, NY 14642, USA","Katherine Richards 35026152"
"156","Andrea","J","","Sant",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","David H. Smith Center for Vaccine Biology and Immunology, Department of Microbiology and Immunology, University of Rochester Medical Center, Rochester, NY 14642, USA","Andrea Sant 35026152"
"157","Michael","K","","Klebert",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Clinical Trials Unit, Washington University School of Medicine, Saint Louis, MO 63110, USA","Michael Klebert 35026152"
"158","Teresa","","","Suessen",35026152,"SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.","10.1016/j.cell.2021.12.026","Cell","Mallinckrodt Institute of Radiology, Washington University School of Medicine, Saint Louis, MO 63110, USA","Teresa Suessen 35026152"
